Winery,Wine,year,vintage_rating,vintage_rating_count,wine_rating_count,wine_rating,region,price,cepages,latitude,longitude
Domaine Chofflet,Héritage Givry 2022,2022.0,3.7,71,466,3.9,givry,24.0,pinot-noir,46.7935,4.742
Domaine de La Garance,Les Armières 2020,2020.0,3.9,515,515,3.9,languedoc,24.0,shiraz-syrah,43.60057601202888,3.88270435561468
Château Sainte-Eulalie,Bellezour Anima 2022,2022.0,4.1,37,37,4.1,minervois-la-liviniere,24.0,shiraz-syrah,43.20765000000004,2.70654
Château Sainte-Eulalie,Bellezour Anima 2020,2020.0,4.1,29,37,4.1,minervois-la-liviniere,24.0,shiraz-syrah,43.20765000000004,2.70654
Maxime-François Laurent,La Rubiconde 2020,2020.0,3.7,26,441,3.9,cotes-du-rhone,24.0,shiraz-syrah,44.26497540596176,4.645266570551067
Mas Becha,Classique Rouge 2020,2020.0,3.7,49,1303,3.7,cotes-du-roussillon,24.0,shiraz-syrah,42.688610000000054,2.894720000000005
Château Maris,Les Anciens 2020,2020.0,3.9,220,220,3.9,minervois-la-liviniere,24.0,shiraz-syrah,43.20765000000004,2.70654
Domaine Chofflet,Héritage Givry 2023,2023.0,3.9,466,466,3.9,givry,24.0,pinot-noir,46.7935,4.742
Domaine Pichard,Cuvée Aimé Madiran 2012,2012.0,3.9,52,52,3.9,madiran,24.0,cabernet-sauvignon,43.57614716328285,-0.0464244720320663
Domaine Pichard,Cuvée Aimé Madiran 2010,2010.0,3.9,52,52,3.9,madiran,24.0,cabernet-sauvignon,43.57614716328285,-0.0464244720320663
Alain Chabanon,Campredon 2016,2016.0,3.9,109,1522,3.8,languedoc,24.0,shiraz-syrah,43.60057601202888,3.88270435561468
La Sirène Rouge,Les Picasses 2021,2021.0,4.1,37,83,4.2,chinon,24.0,cabernet-franc,47.16667,0.2333299999999997
Château La Pointe,Ballade de La Pointe Pomerol 2021,2021.0,4.0,1080,1080,4.0,pomerol,24.0,cabernet-sauvignon,44.9333645153018,-0.2052116998028527
Château Croizet-Bages,La Gabare de Croizet-Bages Pauillac 2016,2016.0,3.9,31,419,3.8,pauillac,24.0,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Château Haut Blanville,Santal 2016,2016.0,4.2,40,40,4.2,gres-de-montpellier,24.0,shiraz-syrah,43.58823,3.890120000000001
Domaine Sylvain Morey,Saint Jean 2022,2022.0,3.9,38,38,3.9,luberon,24.0,shiraz-syrah,43.79999999999998,5.3
Domaine Bonnet-Cotton,Régnié les Buillats 2019,2019.0,4.0,140,439,4.0,regnie,24.0,gamay,46.267889999999994,4.731229999999998
Clos des Boutes,Chamboultou! 2019,2019.0,3.8,98,98,3.8,costieres-de-nimes,24.0,shiraz-syrah,43.75112040688291,4.4166986800805415
Domaine des Demoiselles,Marieta Rouge 2022,2022.0,3.5,76,76,3.5,cotes-du-roussillon,24.03,shiraz-syrah,42.688610000000054,2.894720000000005
Château La Bridane (Chateau Moulin de la Bridane),Saint-Julien 2018,2018.0,4.0,266,3483,3.9,saint-julien,24.06,cabernet-sauvignon,45.15179999999986,-0.747
Paul Jaboulet Aîné,Saint Joseph Le Grand Pompée 2022,2022.0,3.9,127,6222,3.9,saint-joseph,24.08,shiraz-syrah,45.09011999999991,4.8076500000000015
Paul Jaboulet Aîné,Saint Joseph Le Grand Pompée 2020,2020.0,4.0,579,6222,3.9,saint-joseph,24.08,shiraz-syrah,45.09011999999991,4.8076500000000015
Reine Pédauque,Bourgogne Hautes-Côtes de Nuits Rouge 2021,2021.0,3.6,389,389,3.6,bourgogne-hautes-cotes-de-nuits,24.1,pinot-noir,47.086266984043725,4.891556873508777
Château La Gurgue,Margaux 2014,2014.0,3.9,239,4219,3.9,margaux,24.13,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Château Brane-Cantenac,Margaux de Brane (Margaux de Henri Lurton) 2020,2020.0,4.0,259,13003,4.0,margaux,24.14,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Château Haut-Bailly,HB (Pessac-Léognan) 2019,2019.0,4.1,118,720,3.9,pessac-leognan,24.14,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Château Joanin Bécot,Castillon - Côtes de Bordeaux 2016,2016.0,3.9,722,4928,3.9,cotes-de-castillon,24.14,cabernet-sauvignon,44.849999999999945,-0.0333299999999999
Denis Durantou,Château Montlandrie Castillon - Côtes de Bordeaux 2017,2017.0,3.7,59,2274,3.9,cotes-de-castillon,24.14,cabernet-sauvignon,44.849999999999945,-0.0333299999999999
Domaine du Mas des Armes,Perspectives 2020,2020.0,4.1,55,907,4.1,languedoc-roussillon,24.2,shiraz-syrah,43.599999999999945,3.3833300000000004
Louis Jadot,Givry 2022,2022.0,3.8,41,1529,3.7,givry,24.2,pinot-noir,46.7935,4.742
Famille Berrouet,Vieux Château Saint André Montagne-Saint-Émilion 2016,2016.0,4.0,435,3993,4.0,montagne-saint-emilion,24.2,cabernet-sauvignon,44.94963926938957,-0.1005511961981375
Château Corbin-Michotte,Pollen de Corbin Michotte Saint-Émilion Grand Cru 2016,2016.0,4.2,44,203,4.3,st-emilion-grand-cru,24.2,cabernet-sauvignon,44.924,0.1555
Domaine Fournier Père et Fils,Sancerre Rouge 'L'Ancienne Vigne' 2020,2020.0,3.9,194,196,3.9,sancerre,24.2,cabernet-franc,47.31909999999999,2.8297599999999967
Château Couhins,Les Demoiselles de Couhins Pessac-Léognan 2020,2020.0,4.1,100,100,4.1,pessac-leognan,24.2,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Château Mont-Pérat,Bordeaux 2022,2022.0,3.8,60,19119,3.6,bordeaux,24.22,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Château La Garde,Pessac-Léognan 2014,2014.0,3.9,836,11175,3.9,pessac-leognan,24.3,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Château La Cabanne,Domaine de Compostelle Pomerol 2020,2020.0,3.8,977,977,3.8,pomerol,24.3,cabernet-sauvignon,44.9333645153018,-0.2052116998028527
Domaine de Marcoux,La Lorentine Lirac 2020,2020.0,4.0,58,1070,3.8,lirac,24.3,shiraz-syrah,44.01666999999998,4.716669999999996
Château La Bessane,Margaux 2013,2013.0,4.0,215,1500,4.1,margaux,24.3,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Baron Philippe de Rothschild,Saint-Émilion Baron Carl 2012,2012.0,3.9,153,1446,3.9,saint-emilion,24.3,cabernet-sauvignon,44.90000000000005,-0.1500000000000002
Bruno Colin,Bourgogne Pinot Noir 2018,2018.0,3.8,145,963,3.8,bourgogne,24.38,pinot-noir,47.05070075730127,4.393923434528505
Emmanuel Darnaud,Mise en Bouche Crozes-Hermitage 2022,2022.0,3.9,145,2991,3.9,crozes-hermitage,24.39,shiraz-syrah,45.089649999999914,4.830120000000006
Clos du Mont-Olivet,Côtes du Rhône Vieilles Vignes 2022,2022.0,3.7,32,1659,3.8,cotes-du-rhone,24.4,shiraz-syrah,44.26497540596176,4.645266570551067
Castelmaure,Cuvée No. 3 2022,2022.0,4.3,31,3047,4.2,corbieres,24.4,shiraz-syrah,43.08158032658233,2.6854789880195296
Eric et Bérengère Thill,Les Longes Combes Pinot Noir 2023,2023.0,4.0,107,107,4.0,ctes-du-jura,24.4,pinot-noir,46.67987000000002,5.727649999999998
Château Chauvin,Folie de Chauvin Saint-Émilion Grand Cru 2015,2015.0,4.1,332,873,4.0,st-emilion-grand-cru,24.4,cabernet-sauvignon,44.924,0.1555
Paul Jaboulet Aîné,Gigondas Pierre Aiguille 2022,2022.0,3.8,3520,3520,3.8,gigondas,24.42,shiraz-syrah,44.156468904982695,4.872897361577142
Château Pique-Perlou,La Sellerie Minervois Rouge 2020,2020.0,4.0,116,116,4.0,minervois,24.5,shiraz-syrah,43.29984594640925,2.600652385480642
Château Tour Sieujean,Pauillac 2017,2017.0,4.0,170,3203,4.0,pauillac,24.5,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Domaine de la Butte,Le Haut de la Butte Bourgueil 2023,2023.0,3.9,1632,1632,3.9,bourgueil,24.5,cabernet-franc,47.283263846544855,0.1510472629529837
Château Haut-Simard,Saint-Émilion Grand Cru 2014,2014.0,4.0,107,1949,4.0,st-emilion-grand-cru,24.5,cabernet-sauvignon,44.924,0.1555
Bardi d'Alquier,La Maison Jaune Faugères 2020,2020.0,4.1,25,876,3.9,faugeres,24.5,shiraz-syrah,43.56514235032611,3.0889050827624205
Domaine La Madura,Canopé Rouge 2022,2022.0,3.8,998,998,3.8,saint-chinian,24.5,shiraz-syrah,43.43333,2.949999999999999
Dauvergne Ranvier,Granite Galets Crozes-Hermitage 2021,2021.0,3.7,246,246,3.7,crozes-hermitage,24.5,shiraz-syrah,45.089649999999914,4.830120000000006
Yohan Lardy,Vieilles Vignes Moulin-à-Vent 2023,2023.0,4.1,1448,1448,4.1,moulin-a-vent,24.5,gamay,46.1998,4.7223
Château Gaudin,Pauillac 2021,2021.0,3.8,4947,4947,3.8,pauillac,24.5,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Combier,Crozes-Hermitage Rouge 2023,2023.0,4.0,43,5259,3.9,crozes-hermitage,24.5,shiraz-syrah,45.089649999999914,4.830120000000006
Château Haut-Bages Libéral,La Chapelle de Bages Pauillac 2017,2017.0,3.9,189,2897,3.9,pauillac,24.5,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Domaine des Roches Neuves,Terres Chaudes Saumur-Champigny 2023,2023.0,3.8,3033,3033,3.8,saumur-champigny,24.5,cabernet-franc,47.24640293718296,-0.0762064647198947
Christian Barthel,L'Instinct 2023,2023.0,4.2,70,70,4.2,alsace,24.5,pinot-noir,48.232880000000016,7.249900000000013
Château La Gaffelière,Dame Gaffelière Saint-Émilion Grand Cru 2017,2017.0,3.8,58,1707,4.1,st-emilion-grand-cru,24.5,cabernet-sauvignon,44.924,0.1555
Domaine Michaud,Givry 1er Cru Pied de Chaume Rouge 2022,2022.0,4.1,63,63,4.1,givry-premier-cru,24.5,pinot-noir,46.794900000000005,4.7438
Château Rouget,Le Carillon de Rouget Pomerol 2013,2013.0,4.0,212,3505,4.2,pomerol,24.5,cabernet-sauvignon,44.9333645153018,-0.2052116998028527
Château Malartic-Lagravière,Le Comte 2017,2017.0,4.0,86,5506,4.0,pessac-leognan,24.5,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Château Haut-Bages Libéral,La Chapelle de Bages Pauillac 2018,2018.0,4.1,345,2897,3.9,pauillac,24.5,cabernet-sauvignon,45.191720268700344,-0.7539020556638387
Mas Montel - Mas Granier,Camp de L'Oste Sommières 2020,2020.0,4.2,312,312,4.2,sommieres,24.5,shiraz-syrah,43.90623,4.10231
G. Descombes,Brouilly Vieilles Vignes 2022,2022.0,4.0,33,33,4.0,brouilly,24.5,gamay,46.100847139155114,4.651533792454113
Louis Claude Desvignes,Javernières Morgon 2023,2023.0,3.9,1176,1176,3.9,morgon,24.5,gamay,46.1676,4.6705
Château d'Aiguilhe,Castillon - Côtes de Bordeaux 2017,2017.0,3.9,327,12663,4.0,cotes-de-castillon,24.5,cabernet-sauvignon,44.849999999999945,-0.0333299999999999
Château Marquis de Terme,M de Marquis de Terme Margaux 2017,2017.0,3.9,722,722,3.9,margaux,24.5,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Stratéus,Néolithik 2020,2020.0,4.0,30,30,4.0,madiran,24.5,cabernet-sauvignon,43.57614716328285,-0.0464244720320663
Domaine Boris Champy,Altitude Bourgogne Hautes-Côtes de Beaune 2018,2018.0,3.9,146,478,4.0,hautes-cotes-de-beaune,24.5,pinot-noir,47.04444659499168,4.812631757103056
Clos Manou,Médoc 2021,2021.0,4.0,3406,3407,4.0,medoc,24.5,cabernet-sauvignon,45.26666999999998,-0.7833299999999995
Château La Garde,Pessac-Léognan 2018,2018.0,4.0,428,11175,3.9,pessac-leognan,24.56,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
La Tour Penedesses,Les Raisins de La Colère Rouge 2021,2021.0,4.1,389,389,4.1,faugeres,24.58,shiraz-syrah,43.56514235032611,3.0889050827624205
Château La Gaffelière,Clos La Gaffeliere Saint-Émilion Grand Cru 2020,2020.0,4.0,199,5195,4.0,st-emilion-grand-cru,24.6,cabernet-sauvignon,44.924,0.1555
Château Mazeyres,Le Seuil de Mazeyres Pomerol 2022,2022.0,3.9,3817,3817,3.9,pomerol,24.6,cabernet-sauvignon,44.9333645153018,-0.2052116998028527
Château Chasse-Spleen,L'Heritage de Chasse-Spleen Haut-Médoc (L'Ermitage de Chasse-Spleen) 2017,2017.0,3.9,252,8526,3.8,haut-medoc,24.6,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
Clos de Bouard,Montagne-Saint-Émilion 2017,2017.0,4.0,78,760,4.0,montagne-saint-emilion,24.6,cabernet-sauvignon,44.94963926938957,-0.1005511961981375
Château de Fonbel,Saint-Émilion Grand Cru 2012,2012.0,3.8,999,9217,3.9,st-emilion-grand-cru,24.61,cabernet-sauvignon,44.924,0.1555
Château La Tour Carnet,Les Pensées Haut-Médoc 2015,2015.0,4.0,827,1395,3.9,haut-medoc,24.61,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
Château Clement-Pichon,Haut-Médoc 2016,2016.0,3.9,409,5908,3.9,haut-medoc,24.61,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
Mas des Agrunelles,Nicot Rouge 2022,2022.0,3.6,190,190,3.6,languedoc,24.64,shiraz-syrah,43.60057601202888,3.88270435561468
Château Pradeaux,Bandol 2017,2017.0,4.0,182,3583,3.9,bandol,24.65,shiraz-syrah,43.1349,5.738
Myrko Tépus,Le Grand Adret 2017,2017.0,3.9,49,193,4.0,provence,24.66,shiraz-syrah,43.9359,6.0676
Château Devise d'Ardilley,La Petite Devise Haut-Médoc 2016,2016.0,3.7,240,240,3.7,medoc,24.66,cabernet-sauvignon,45.26666999999998,-0.7833299999999995
Thunevin,Origine Saint-Émilion Grand Cru 2014,2014.0,4.1,113,113,4.1,st-emilion-grand-cru,24.66,cabernet-sauvignon,44.924,0.1555
Maison les Alexandrins,Saint-Joseph 2022,2022.0,3.9,101,904,4.0,saint-joseph,24.7,shiraz-syrah,45.09011999999991,4.8076500000000015
L'Ostal Cazes,Grand Vin Minervois La Livinière 2021,2021.0,4.0,59,2680,3.9,minervois-la-liviniere,24.7,shiraz-syrah,43.20765000000004,2.70654
Château Pavie,Esprit de Pavie Bordeaux 2012,2012.0,3.8,862,8038,3.8,bordeaux,24.7,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Château Brane-Cantenac,Margaux de Brane (Margaux de Henri Lurton) 2019,2019.0,4.0,802,13003,4.0,margaux,24.7,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Thunevin-Calvet,Les Dentelles Côtes du Roussillon Villages 2019,2019.0,4.0,25,1029,4.0,cotes-du-roussillon-villages,24.74,shiraz-syrah,42.68672903204232,2.684292528036307
Domaine Labruyère,Champ de Cour Selection Parcellaire Moulin-à-Vent 2018,2018.0,4.0,77,457,3.9,moulin-a-vent,24.74,gamay,46.1998,4.7223
Château Rouget,Le Carillon de Rouget Pomerol 2019,2019.0,4.3,141,3505,4.2,pomerol,24.75,cabernet-sauvignon,44.9333645153018,-0.2052116998028527
Antoine Sanzay,La Paterne Saumur-Champigny 2022,2022.0,3.8,99,751,3.9,saumur-champigny,24.75,cabernet-franc,47.24640293718296,-0.0762064647198947
Bernard Magrez,Le Bordeaux de Bernard Magrez 2024,2024.0,3.2,1536,1536,3.2,bordeaux,24.78,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
E. Guigal,Saint-Joseph 2020,2020.0,3.9,233,9078,3.8,saint-joseph,24.8,shiraz-syrah,45.09011999999991,4.8076500000000015
Château La Voulte Gasparets,Cuvée Romain Pauc Corbières Boutenac 2022,2022.0,3.8,72,3906,4.0,corbieres-boutenac,24.8,shiraz-syrah,43.14803866725092,2.719610999152898
Cos d'Estournel,G d’Estournel (Goulée by Cos d’Estournel) 2021,2021.0,3.8,33,7313,3.9,medoc,24.8,cabernet-sauvignon,45.26666999999998,-0.7833299999999995
Château Bouscaut,Pessac-Léognan (Grand Cru Classé de Graves) 2021,2021.0,4.0,46,7535,4.0,pessac-leognan,24.8,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Domaine Font de Notre Dame,Le Mas Gigondas 2022,2022.0,4.1,143,143,4.1,gigondas,24.84,shiraz-syrah,44.156468904982695,4.872897361577142
Domaine Camp-Atthalin,Savigny-lès-Beaune 'Les Petits Picotins' 2019,2019.0,3.8,34,34,3.8,savigny-les-beaune,24.84,pinot-noir,47.05789999999997,4.815400000000005
Domaine Camp-Atthalin,Savigny-lès-Beaune 'Les Planchots' 2019,2019.0,3.9,25,25,3.9,savigny-les-beaune,24.84,pinot-noir,47.05789999999997,4.815400000000005
Serge et Bruno Sourdais,Le Logis de la Bouchardière Chinon 2023,2023.0,3.5,1050,1050,3.5,chinon,24.86,cabernet-franc,47.16667,0.2333299999999997
Domaine Anita,Beaujolais-Villages Coteau de Malval 2023,2023.0,3.8,113,113,3.8,beaujolais-villages,24.86,gamay,46.114685816938135,4.689871898228441
Château de Saint Martin,Grande Reserve Côtes de Provence Rouge 2022,2022.0,3.8,181,181,3.8,cotes-de-provence,24.89,shiraz-syrah,43.01700000000003,1.7319999999999995
Gayda,Chemin de Moscou 2021,2021.0,4.1,363,10347,4.2,vin-de-pays-doc,24.9,shiraz-syrah,43.61193999999985,3.8772200000000017
Château Canon Pécresse,Canon-Fronsac 2022,2022.0,3.8,445,445,3.8,canon-fronsac,24.9,cabernet-sauvignon,44.9244,-0.2716
Château des Gimarets,Moulin à Vent 2019,2019.0,3.7,302,302,3.7,moulin-a-vent,24.9,gamay,46.1998,4.7223
Olivier Pithon,Cuvée Laïs Rouge 2018,2018.0,3.8,293,1612,3.8,cotes-du-roussillon,24.9,shiraz-syrah,42.688610000000054,2.894720000000005
Domaine de l'Aigle,Pinot Noir 2022,2022.0,4.1,345,7250,4.0,haute-vallee-de-laude,24.9,shiraz-syrah,42.98333000000001,2.26667
Château La Tour de Mons,Marquis de Mons Margaux 2016,2016.0,3.9,938,7492,3.9,margaux,24.9,cabernet-sauvignon,45.031126361371925,-0.6690579596607694
Château de Meuilley,Les Jamées Bourgogne Hautes-Côtes de Nuits 2023,2023.0,3.8,227,227,3.8,bourgogne-hautes-cotes-de-nuits,24.9,pinot-noir,47.086266984043725,4.891556873508777
Prieuré Saint Jean de Bébian,La Vacque Languedoc 2023,2023.0,4.0,57,58,4.0,languedoc,24.9,shiraz-syrah,43.60057601202888,3.88270435561468
Domaine le Conte des Floris,Villafranchien 2020,2020.0,3.9,232,232,3.9,languedoc-roussillon,24.9,shiraz-syrah,43.599999999999945,3.3833300000000004
Gérard Bertrand,An 462 Languedoc 2017,2017.0,3.8,136,136,3.8,languedoc-roussillon,24.9,shiraz-syrah,43.599999999999945,3.3833300000000004
Château La Bridane (Chateau Moulin de la Bridane),Chateau Moulin de la Bridane 2021,2021.0,3.7,1123,1123,3.7,saint-julien,24.9,cabernet-sauvignon,45.15179999999986,-0.747
Domaine de Villeneuve,Chant des Roches Pic-Saint-Loup Rouge 2019,2019.0,4.2,587,587,4.2,pic-saint-loup,24.9,shiraz-syrah,43.8000000000001,3.850000000000008
Moillard-Grivot,Signature Bourgogne Pinot Noir 2022,2022.0,4.1,29,106,3.9,bourgogne,24.9,pinot-noir,47.05070075730127,4.393923434528505
Robert Perroud,Confidence Bourgogne Pinot Noir 2022,2022.0,4.0,79,79,4.0,bourgogne,24.9,pinot-noir,47.05070075730127,4.393923434528505
Pierre Gaillard,Saint-Joseph 2021,2021.0,4.0,222,4383,3.9,saint-joseph,24.9,shiraz-syrah,45.09011999999991,4.8076500000000015
Château Bouscassé,Vieilles Vignes Madiran 2016,2016.0,4.0,135,3835,4.0,madiran,24.9,cabernet-sauvignon,43.57614716328285,-0.0464244720320663
Jean Fournier,Bourgogne Côte d’Or 2022,2022.0,4.0,753,753,4.0,bourgogne,24.9,pinot-noir,47.05070075730127,4.393923434528505
Domaine Machard de Gramont,Savigny-lès-Beaune 2023,2023.0,3.8,188,188,3.8,savigny-les-beaune,24.9,pinot-noir,47.05789999999997,4.815400000000005
Domaine Chant des Loups,Les Lèbres Vacqueyras 2022,2022.0,4.1,86,87,4.1,vacqueyras,24.9,shiraz-syrah,44.12728381735132,4.806080074188466
La Chapelle Saint - Mathieu,La Grande Cuvée 2020,2020.0,3.9,40,40,3.9,pays-dherault,24.9,shiraz-syrah,43.56667000000002,3.416670000000003
Marguerite Carillon,Santenay Rouge 2018,2018.0,3.7,166,166,3.7,santenay,24.9,pinot-noir,46.91470624472586,4.696211376851372
Prieuré Saint Jean de Bébian,Tartuguier 2022,2022.0,4.0,53,116,4.0,languedoc,24.9,shiraz-syrah,43.60057601202888,3.88270435561468
Château Latour-Martillac,Lagrave-Martillac Pessac-Léognan 2021,2021.0,3.8,36,3725,3.9,pessac-leognan,24.9,cabernet-sauvignon,44.80321000000003,-0.5943200000000016
Domaine des Moriers,Beaujolais-Villages 2020,2020.0,3.8,55,140,3.8,beaujolais-villages,24.94,gamay,46.114685816938135,4.689871898228441
Domaine d'Espeyran,Réserve des Illustres 2019,2019.0,3.9,31,245,4.2,costieres-de-nimes,24.95,shiraz-syrah,43.75112040688291,4.4166986800805415
Domaine de la Prévoté - Bonnigal et Bodet Vignerons,Les Séminées Malbec 2018,2018.0,4.0,150,150,4.0,touraine-amboise,24.95,cabernet-sauvignon,47.41234000000001,0.96789
Château La Pointe,Ballade de La Pointe Pomerol 2019,2019.0,4.1,88,1080,4.0,pomerol,24.95,cabernet-sauvignon,44.9333645153018,-0.2052116998028527
Château Balestard La Tonnelle,Saint-Émilion Grand Cru (Grand Cru Classé) 2012,2012.0,3.9,146,3796,4.0,st-emilion-grand-cru,24.95,cabernet-sauvignon,44.924,0.1555
Château Gigognan,La Cuvée des Marchands Châteauneuf-du-Pape 2020,2020.0,4.0,42,135,4.2,chateauneuf-du-pape,24.95,shiraz-syrah,44.06311935537927,4.831217811470261
Château de Ricaud,Cadillac - Côtes de Bordeaux (Premières Côtes de Bordeaux) 2017,2017.0,3.9,229,4535,3.7,cadillac-cotes-de-bordeaux,24.95,cabernet-sauvignon,44.63333,-0.2666700000000001
Château de Lascaux,Les Nobles Pierres Pic-Saint-Loup 2020,2020.0,4.0,1378,1378,4.0,pic-saint-loup,24.95,shiraz-syrah,43.8000000000001,3.850000000000008
Jacques Cacheux,Bec A Vent Bourgogne Hautes-Cotes de Nuits 2017,2017.0,3.7,89,534,3.6,bourgogne-hautes-cotes-de-nuits,24.95,pinot-noir,47.086266984043725,4.891556873508777
Domaine de la Butte,Le Haut de la Butte Bourgueil 2021,2021.0,3.9,58,1632,3.9,bourgueil,24.99,cabernet-franc,47.283263846544855,0.1510472629529837
Le Mas des Flauzières,La Grande Réserve Gigondas 2020,2020.0,4.0,1032,1032,4.0,gigondas,25.0,shiraz-syrah,44.156468904982695,4.872897361577142
Le Mas des Flauzières,Le Pilon Vacqueyras 2019,2019.0,3.9,112,112,3.9,vacqueyras,25.0,shiraz-syrah,44.12728381735132,4.806080074188466
Domaine Machard de Gramont,Chorey-lès-Beaune 'Les Beaumonts' 2023,2023.0,3.8,533,533,3.8,chorey-les-beaune,25.0,pinot-noir,47.0471,4.8613
Domaine Belle,Les Pierrelles Crozes-Hermitage 2023,2023.0,3.9,30,5038,3.9,crozes-hermitage,25.0,shiraz-syrah,45.089649999999914,4.830120000000006
Domaine de la Mongestine,Auguste 2020,2020.0,3.7,65,65,3.7,provence,25.0,shiraz-syrah,43.9359,6.0676
Clos du Mont-Olivet,Marie Jausset Lirac 2020,2020.0,4.0,32,91,3.9,lirac,25.0,shiraz-syrah,44.01666999999998,4.716669999999996
Domaine Mayard,Côtes du Rhône Rouge 2024,2024.0,4.2,234,235,4.2,cotes-du-rhone,25.0,shiraz-syrah,44.26497540596176,4.645266570551067
Yves Cuilleron,Labaya Crozes-Hermitage 2021,2021.0,4.0,263,612,4.0,crozes-hermitage,25.0,shiraz-syrah,45.089649999999914,4.830120000000006
Jean-Marc Burgaud,Reserve Côte du Py Morgon 2022,2022.0,3.7,125,125,3.7,morgon,25.0,gamay,46.1676,4.6705
Domaine Arnaud Lambert,Saumur 'Clos Tue-Loup' 2020,2020.0,4.0,137,867,4.0,saumur,25.0,cabernet-franc,47.26666999999998,-0.06667
Château Bouscassé,Madiran 2019,2019.0,3.9,695,20584,3.8,madiran,25.0,cabernet-sauvignon,43.57614716328285,-0.0464244720320663
Clos Marie,L'Olivette Pic Saint Loup 2020,2020.0,4.0,165,2323,3.8,pic-saint-loup,25.0,shiraz-syrah,43.8000000000001,3.850000000000008
